#group,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,topic
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:24:00Z,50.07975006,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:28:00Z,50.04174996,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:32:00Z,49.98950005,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:36:00Z,50.02174854,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:40:00Z,50.02700043,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:44:00Z,50.02300072,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:48:00Z,50.05524922,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:52:00Z,50.03924942,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T19:56:00Z,50.05799961,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:00:00Z,50.03750038,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:04:00Z,49.9406662,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:08:00Z,49.92775059,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:12:00Z,50.02024937,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:16:00Z,49.97675037,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:20:00Z,49.89299965,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:24:00Z,49.93200016,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:28:00Z,50.03100078,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:32:00Z,50.06800079,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:36:00Z,50.01449966,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:40:00Z,49.92933273,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:44:00Z,49.99574947,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:48:00Z,49.96249962,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:52:00Z,49.89233271,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T20:56:00Z,49.97375011,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:00:00Z,50.02750015,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:04:00Z,49.98399925,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:08:00Z,49.9232502,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:12:00Z,49.99975014,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:16:00Z,49.98100026,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:20:00Z,49.97375011,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:24:00Z,50.06200027,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:28:00Z,49.95949936,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:32:00Z,49.90474892,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:36:00Z,49.97224999,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:40:00Z,50.03774929,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:44:00Z,49.96399943,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:48:00Z,49.94775009,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:52:00Z,50.01874924,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T21:56:00Z,50.02624893,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:00:00Z,49.93774986,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:04:00Z,49.98849964,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:08:00Z,50.04499944,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:12:00Z,49.95675087,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:16:00Z,49.96525001,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:20:00Z,50.02025032,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:24:00Z,50.00424957,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:28:00Z,49.99825001,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:32:00Z,50.03533173,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:36:00Z,49.94775009,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:40:00Z,49.9725008,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:44:00Z,50.0114994,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:48:00Z,49.94925022,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:52:00Z,49.93050003,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T22:56:00Z,50.00999959,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:00:00Z,49.98125076,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:04:00Z,49.9489994,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:08:00Z,49.99550057,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:12:00Z,49.96825027,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:16:00Z,50.03175068,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:20:00Z,49.95800114,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:24:00Z,49.98866781,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:28:00Z,50.04050064,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:32:00Z,50.03774929,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:36:00Z,50.03050041,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:40:00Z,50.00849915,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:44:00Z,49.97074985,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:48:00Z,49.99666595,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:52:00Z,50.0142498,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-21T23:56:00Z,49.97249984,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:00:00Z,49.98099899,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:04:00Z,50.01850033,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:08:00Z,49.95375061,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:12:00Z,49.94633357,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:16:00Z,49.98300076,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:20:00Z,50.03899956,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:24:00Z,49.95050049,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:28:00Z,50.00874996,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:32:00Z,50.11600017,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:36:00Z,50.09133275,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:40:00Z,49.92924976,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:44:00Z,49.90175057,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:48:00Z,49.94374943,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:52:00Z,50.01875019,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T00:56:00Z,49.95650005,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:00:00Z,50.03133392,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:04:00Z,50.00750065,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:08:00Z,49.95499992,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:12:00Z,50.0332489,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:16:00Z,50.00424957,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:20:00Z,49.92599964,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:24:00Z,49.98699951,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:28:00Z,50.04024983,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:32:00Z,50.01000023,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:36:00Z,50.02149964,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:40:00Z,49.98250008,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:44:00Z,49.96675014,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:48:00Z,49.98999977,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:52:00Z,50.02166748,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T01:56:00Z,50.0360012,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:00:00Z,50.01299954,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:04:00Z,49.96350002,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:08:00Z,50.0274992,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:12:00Z,50.07800007,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:16:00Z,50.05466589,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:20:00Z,50.05074978,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:24:00Z,50.08000088,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:28:00Z,50.11750031,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:32:00Z,50.06950092,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:36:00Z,49.96950054,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:40:00Z,49.99266561,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:44:00Z,50.04049969,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:48:00Z,49.98974991,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:52:00Z,49.9914999,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T02:56:00Z,50.07525062,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:00:00Z,50.04325008,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:04:00Z,50.01599884,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:08:00Z,49.98824978,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:12:00Z,50.03750038,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:16:00Z,50.07075024,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:20:00Z,50.10124969,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:24:00Z,50.05924988,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:28:00Z,50.06033325,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:32:00Z,50.07000096,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:36:00Z,50.04600048,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:40:00Z,49.95075035,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:44:00Z,50.01150036,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:48:00Z,50.05799961,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:52:00Z,50.03775025,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T03:56:00Z,50.04666646,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:00:00Z,50.02600003,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:04:00Z,49.94625092,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:08:00Z,49.99275017,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:12:00Z,50.05924988,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:16:00Z,50.02899933,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:20:00Z,49.99833425,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:24:00Z,50.01449967,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:28:00Z,50.0332489,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
,,1,2023-06-21T05:43:12.987039439Z,2023-06-22T05:43:12.987039439Z,2023-06-22T04:32:00Z,50.10149956,Freq,mqtt_consumer,baadalvm,/devices/swsn/FSM-8822980/0
